zip,latitude,longitude
45405,39.79241,-84.21592
45406,39.78442,-84.24178
45409,39.72334,-84.19039
45410,39.74757,-84.15907
45414,39.84008,-84.21115
45415,39.83473,-84.2568
45416,39.80754,-84.25774
45417,39.73427,-84.2844
45419,39.71436,-84.1676
45420,39.719,-84.13045
45423,39.7604,-84.19112
45424,39.84695,-84.11032
45426,39.80094,-84.31461
45428,39.74211,-84.25954
45429,39.68411,-84.16248
45430,39.71296,-84.08435
45431,39.76488,-84.08012
45432,39.73934,-84.08627
45433,39.81359,-84.05273
45434,39.72284,-84.03052
45439,39.69867,-84.22944
45440,39.67498,-84.10001
45449,39.66472,-84.24067
45458,39.60036,-84.1576
45459,39.64658,-84.16693
45501,39.92634,-83.80745
45502,39.92791,-83.81703
45503,39.96073,-83.7682
45504,39.94811,-83.86481
45505,39.90737,-83.7615
45506,39.89907,-83.85233
45601,39.30996,-82.9555
45612,39.21569,-83.27171
45613,39.0318,-82.84885
45614,38.92858,-82.27819
45616,38.76018,-83.30864
45617,39.27967,-83.15559
45618,38.88502,-83.61623
45619,38.47257,-82.45157
45620,38.95564,-82.14052
45621,39.11138,-82.60996
45622,39.35905,-82.49522
45623,38.64125,-82.26748
45624,39.17301,-83.3487
45628,39.38959,-83.19657
45629,38.65221,-82.81051
45630,38.69758,-83.09275
45631,38.81672,-82.25486
45634,39.17891,-82.49037
45636,38.58416,-82.81401
45638,38.56217,-82.67607
45640,39.02345,-82.65032
45642,39.04692,-83.05408
45644,39.45245,-82.84176
45645,38.57082,-82.53159
45646,39.07686,-83.31627
45647,39.29597,-82.73803
45648,38.92161,-83.01393
45650,38.74415,-83.42099
45651,39.27665,-82.47706
45652,38.82911,-83.08018
45653,38.88976,-82.82306
45654,39.36671,-82.37774
45656,38.87565,-82.59143
45657,38.85166,-83.21011
45658,38.76324,-82.41411
45659,38.67117,-82.62331
45660,38.98626,-83.358
45661,39.04096,-83.10479
45662,38.78938,-82.92114
45663,38.74507,-83.11198
45669,38.4935,-82.35857
45671,38.97339,-83.23775
45672,39.20549,-82.67579
45673,39.20399,-82.81148
45674,38.87798,-82.38017
45677,38.79555,-82.75511
45678,38.60595,-82.37883
45679,38.97634,-83.56788
45680,38.45526,-82.54489
45681,39.30551,-83.24807
45682,38.80839,-82.69658
45684,38.67546,-83.27789
45685,38.9333,-82.4527
45686,39.00901,-82.36843
45688,38.73013,-82.53155
45690,39.13106,-83.01674
45692,39.11582,-82.5426
45693,38.80921,-83.53406
45694,38.74807,-82.78345
45695,39.1529,-82.36334
45696,38.60356,-82.45201
45697,38.9352,-83.66525
45698,39.28811,-82.39604
45701,39.31205,-82.08079
45710,39.19763,-82.22574
45711,39.42503,-81.93038
45714,39.3183,-81.62001
45715,39.60484,-81.6268
45716,39.46295,-82.18401
45719,39.39951,-82.1285
45720,39.09404,-81.92312
45723,39.22173,-81.8268
45724,39.38246,-81.79233
45727,39.64495,-81.48171
45729,39.41653,-81.60828
45732,39.51802,-82.06705
45734,39.63982,-81.18816
45735,39.25183,-81.9229
45739,39.19055,-81.7462
45740,39.47709,-82.08023
45741,39.06648,-82.2527
45742,39.28563,-81.73008
45743,39.076,-81.85017
45744,39.5396,-81.5077
45745,39.61678,-81.32689
45746,39.604,-81.44809
45750,39.4301,-81.42947
45760,39.01395,-82.12244
45761,39.42642,-82.0964
45764,39.45116,-82.24336
45766,39.31931,-82.26247
45767,39.54367,-81.1312
45768,39.4149,-81.26468
45769,39.1062,-82.04578
45770,38.98586,-81.80238
45771,38.98204,-81.89902
45772,39.1408,-81.82268
45773,39.45525,-81.28656
45775,39.0876,-82.15596
45776,39.18732,-82.0228
45778,39.34672,-81.89555
45779,38.99884,-81.97082
45780,39.36972,-82.13112
45782,39.48624,-82.08076
45783,39.17505,-81.83929
45784,39.38879,-81.68805
45786,39.50365,-81.65451
45788,39.51349,-81.37016
45789,39.5514,-81.25592
45801,40.77476,-84.03703
45804,40.71569,-84.06911
45805,40.72979,-84.16242
45806,40.67615,-84.12651
45807,40.8072,-84.16699
45808,40.83178,-83.9729
45809,40.8431,-84.18522
45810,40.77721,-83.81097
45812,40.68341,-83.8135
45813,41.18914,-84.73031
45814,40.90119,-83.61545
45815,41.157,-83.94267
45816,41.00452,-83.79392
45817,40.87691,-83.88279
45819,40.62407,-84.26033
45820,40.83074,-84.08473
45821,41.22643,-84.56208
45822,40.55266,-84.59664
45826,40.43658,-84.49368
45827,41.00393,-84.30122
45828,40.48672,-84.67677
45830,40.90616,-84.09213
45831,41.11141,-84.24993
45832,40.92779,-84.7336
45833,40.83415,-84.35264
45835,40.75898,-83.70076
45836,40.79304,-83.64311
45840,41.02626,-83.64943
45841,40.87955,-83.735
45843,40.78202,-83.53513
45844,40.91733,-84.2856
45845,40.32995,-84.37806
45846,40.40986,-84.74644
45848,41.02421,-84.07695
45849,41.01241,-84.45452
45850,40.70382,-83.91817
45851,41.03267,-84.60289
45853,40.98625,-84.19469
45854,40.7582,-83.95231
45855,41.08819,-84.5835
45856,41.11452,-83.99917
45858,41.10688,-83.80338
45859,40.69305,-83.78574
45860,40.39365,-84.51566
45861,41.08587,-84.42569
45862,40.67079,-84.51356
45863,40.9041,-84.45477
45864,41.09936,-84.14077
45865,40.39379,-84.37219
45866,40.48905,-84.54969
45867,40.89795,-83.53825
45868,40.96986,-83.84839
45869,40.4573,-84.39432
45870,40.55621,-83.95142
45871,40.4932,-84.30089
45872,41.18863,-83.68366
45873,41.11935,-84.39628
45874,40.78765,-84.67777
45875,41.02271,-84.06118
45876,40.93414,-84.33835
45877,40.95393,-83.93779
45879,41.12918,-84.56471
45880,41.0662,-84.73782
45881,40.94976,-83.77426
45882,40.67823,-84.6754
45883,40.40574,-84.62791
45884,40.54865,-84.08333
45885,40.57182,-84.3871
45886,40.99083,-84.61062
45887,40.71107,-84.36359
45888,40.60244,-84.08583
45889,41.14606,-83.64101
45890,40.97752,-83.49105
45891,40.8748,-84.57785
45893,40.88146,-84.14536
45894,40.76252,-84.4684
45895,40.56991,-84.15197
45896,40.60667,-83.93775
45897,40.83434,-83.65676
45898,40.73617,-84.76429
45899,40.80088,-84.77491
43403,41.37784,-83.63653
44325,41.07605,-81.51221
44555,41.10726,-80.64875
45267,39.13812,-84.5031
45435,39.78114,-84.06312
45469,39.74033,-84.17911
45699,38.87414,-82.97045
43027,40.25375,-82.52253
43736,40.05755,-81.23689
43738,39.8554,-82.14063
44243,41.14793,-81.34046
45051,39.09983,-84.65504
45721,39.56563,-81.58347
45838,40.74041,-84.47781
